Show Code,Date,People,Media Type,Media Code,Media URL,Media Title,Media Description
218,4/25/11,Daniel Janzen,1,MdqSU7VhKoU,,Daniel Janzen - Third World Conservation: It's ALL Gardening - Long Now,"Thanks in a serious way to Daniel Janzen, an essential part of the Costa Rican economy has become field biology, eco-tourism, and the protection of mega-biodiversity. The nation has become a widely studied model of the wise protection of natural systems. Janzen's particular focus there, the Area de Conservacion Guanacaste, was recently declared a World Heritage Site by UNESCO. His ongoing Costa Rica work in field taxonomy and innovative conservation practices led to his receiving the Crafoord Prize (1984), the Kyoto Prize (1997), and the Albert Einstein Science Prize (2002). Professor Janzen teaches at the University of Pennsylvania. You can see more about The Long Now Foundation and Seminars About Long Term Thinking at: http://www.longnow.org - slides, discussions, audio, and video available. Creative Commons license: http://creativecommons.org/licenses/by-nc-nd/2.5/ The Long Now Foundation Speaker: Daniel Janzen Slides: Daniel Janzen Organizer: The Long Now Foundation"
218,4/25/11,Spencer Beebe,1,2mLfoivN4xI,,"Spencer Beebe, Very Long-term Very Large-scale Biomimicry, SALT talk","Trained as an economist, then a Peace Corps volunteer, young Spencer Beebe rose fast in the Nature Conservancy to head the international program. He left there to found Conservation International, where he instigated the ""debt-for-nature-swaps"" that revolutionized wildland preservation in Latin America. He brought his global experience to bear on ""the rainforests of home"" when he founded Ecotrust in 1991 in Portland, Oregon. He specializes in combining economic and ecological ideas in highly innovative programs. The Long Now Foundation Speaker: Spencer Beebe Slides: Spencer Beebe Production: The Long Now Foundation"
218,4/25/11,Robert W. Fuller,1,OWQGiL6Noug,,"Robert W. Fuller, Patient Revolution: Human Rights Past and Future, SALT talk","What does it take to change human habits of cruelty (such as slavery, genocide) and humiliation (racism, sexism)? What do past and present efforts for human rights tell about their future?... ""Patient Revolution: Human Rights Past and Future,"" Robert Fuller,"" 7pm (doors open), tonight, Friday, August 12, Fort Mason Conference Center, San Francisco. The lecture starts promptly at 7:30pm. Admission is free ($10 donation very welcome, not required). Robert Fuller is author of the ground-breaking SOMEBODIES AND NOBODIES: OVERCOMING THE ABUSE OF RANK. The Long Now Foundation Speaker: Rober Fuller Production: The Long Now Foundation"
218,4/25/11,Paul Hawken,1,c5LAwWXLvs8,,"Paul Hawken ""The Long Green"" Seminar About Long Term Thinking","Taking the long view on the environmental movement, Paul Hawken discovered that something very large and transformative is going on. In this seminar he'll examine the transformation and what it means to the whole world. For four decades Paul Hawken has created organizations and books that advance the environmental agenda. The books include the now-classic NATURAL CAPITALISM (1999, with Amory Lovins), THE ECOLOGY OF COMMERCE (1993), GROWING A BUSINESS (1987), and THE NEXT ECONOMY (1983). Currently Paul is founding the Natural Capital Institute and several companies for Pax Scientific. He chaired the US introduction of The Natural Step and co-founded the great gardening mail order catalog, Smith & Hawken. His 1966 company Erewhon helped create the natural foods movement. This is one of a series of Seminar About Long Term Thinking by The Long Now Foundation www.longnow.org The Long Now Foundation Speaker: Paul Hawken Slides: Paul Hawken Production: The Long Now Foundation"
218,4/25/11,Sam Harris,1,06pSJJaoEsQ,,"Sam Harris, The View from the End of the World, SALT talk","""The end is at last near!"" It's a tremendously appealing story, widely held now and in history. It has consequences, and that's the subject of this Seminar About Long-term Thinking by Sam Harris, author of the incendiary, reverse-apocalyptic book, THE END OF FAITH. The Long Now Foundation Speaker: Sam Harris Production: The Long Now Foundation"
218,4/25/11,Stewart Brand,1,8bZG1mAkXcw,,Cities & Time (April 02005) by Stewart Brand (SALT - Seminars About Long Term Thinking),"*NOTE: This early Long Now Seminar was recorded on one camera by a volunteer. From 02006 forward our Seminars are professionally recorded with multiple cameras.* ""As the author of How Buildings Learn I kept getting asked to give talks on “How Cities Learn.” With a little research I found that cities do indeed “learn” (adapt) impressively, but what cities mainly do is teach. They teach civilization."" -- Stewart Brand in his post talk summary in 02005. More here: http://longnow.org/seminars/02005/apr/08/cities-and-time/ The Seminars About Long-term Thinking series began in 02003 and is presented each month live in San Francisco. It is curated and hosted by Long Now’s Stewart Brand. Everyone can watch full video of the last 12 Long Now Seminars on our website: http://longnow.org/seminars/ Audio podcast of the entire series is here: http://longnow.org/seminars/podcast/ Long Now members can watch the full ten years of Seminars in HD. Membership levels start at $8/month and include lots of benefits. The Long Now Foundation Speaker: Stewart Brand Slides: Stewart Brand Production: The Long Now Foundation"
218,4/25/11,Roger Kennedy,1,pRr33RXddyo,,"Roger Kennedy, The Political History of North America from 25,000BC to 12,000AD","ROGER KENNEDY, the former head of the Smithsonian National Museum of American History and former Director of the US National Park Service, is so eloquent that Walt Kelly based a ""Pogo"" character on him (the bear P.T. Bridgeport, whose speech balloons are circus posters). Roger Kennedy's most driving current interest is the long-term effects of long-term abuse of natural systems, and he means seriously long term. Kennedy knows politics. For decades a major player himself in Washington DC, he has written redefining biographies of Thomas Jefferson, Alexander Hamilton, and Aaron Burr. Kennedy knows history. Besides writing and hosting a number of television series on American history, he wrote Rediscovering America and Hidden Cities: The Discovery and Loss of Ancient North American Civilization. And Kennedy knows natural systems. As a highly popular Director of the National Park Service, he pushed the whole Park System toward greater emphasis on science. Roger Kennedy also found the mountain in Nevada where The Long Now Foundation aims to build the 10,000-year Clock. In this talk he defines the continental frame of the Clock. The Long Now Foundation Speaker: Roger Kennedy Slides: Roger Kennedy Production: The Long Now Foundation"
218,1/6/10,,,CI5UmMh7N2g,,Lava Project,"The Lava Project by White Elephant Studios in Austria. This video was produced for the ""Long Shorts"" series: Short films that exemplify long-term thinking."
218,1/5/10,,,z_WK21YPiDE,,The Big Here - trip to the Long Now Clock site,"This time lapse and other footage of driving from San Francisco to the site of the Long Now 10,000 Year Clock was produced by Sustainability Media. The trip was in September of 02009, and included over 50 people many of which were training to be guides for future trips. The audio was recorded in interviews on site and shortly after the trip. This 5 minute edit was made as part of our ""Long Short"" series of short films that convey long term thinking."
218,4/15/09,Gavin Newsom,,Byy1y_XAsug,,"Gavin Newsom, Seminars About Long-term Thinking - excerpt",Gavin Newsom describes the new congestion based parking meters in San Francisco at the April 09 Seminar About Long-term Thinking by The Long Now Foundation. The full video will be available at http://fora.tv/partner/long_now_foundation and the audio is available via podcast: http://www.longnow.org/projects/seminars/podcast.php
218,3/26/09,Laura Welcher,,NFddsWkOHM8,,02009 Rosetta Site Intro by Laura Welcher,02009 Rosetta Site Intro by Laura Welcher
218,3/24/09,Alexander Rose,,kpazuIEt2iA,,Tungsten Pendulum Ball,"Alexander Rose describes the tungsten pendulum ball, the first part machined in the 10,000 Year Clock Project."
218,3/24/09,,,JXgY6Cr347U,,"Chime generator for the 10,000 Year Clock - time lapse of January 02009 build","This is a time lapse of the building of one full size section of the Chime Generator for the 10,000 Year Clock. Eventually there will be 30 sections like this stacked vertically in an underground chamber leading up to the Clock face chamber. It will be several hundred feet tall. Also note the spiffy 'trilobe' gears, these triangular gears help flatten out the speed and torque curve of driving the mechanism. This version is made of steel, aluminum, and even wood while we sort out the engineering and scaling issues. The next versions will be ceramic, stone, and stainless steel. You can see more on the Chime Generator here: longnow.org/projects/clock/chimes/ The video was shot by Paolo Salvagione, who is also one of the engineers seen in the video. Also seen are Greg Staples - engineer, Chris Rand - lead fabricator, and Jr. his assistant. This was shot over the course of 3 days of work."
218,2/13/06,Clay Shirky,,ujMgQqp8YSY,,"Clay Shirky, Making Digital Durable - SALT","Making Digital Durable: What Time Does to Categories Clay Shirky, Nov 02005, Seminar About Long Term Thinking ""THIS is what the Internet has been straining to become,"" said Clay Shirky Monday night, both joking and meaning it. He was referring to a category (""tag"") which emerged from users on the photo-sharing site Flickr. The category is ""cats in sinks."" Growing use of the unlikely seeming tag exposed something that a lot of cats do and a lot of people feel compelled to photograph... Shirky pointed out that ""cats in sinks"" has none of the limitations of former category systems such as the Dewey Decimal System or the Library of Congress scheme or Yahoo's hierarchical category structure. There is no need for a category ""cats"" with subcategory ""in sinks,"" nor a category ""sinks"" with subcategory ""cats in"". You can see more about The Long Now Foundation and Seminars About Long Term Thinking at: http://www.longnow.org - slides, discussions, audio, and video available. Creative Commons license: http://creativecommons.org/licenses/by-nc-nd/2.5/"
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
